review,tokens,explicit aspects,explicit opinion,implicit aspects,implicit opinion,is_suggestion,explicit aspects positions,explicit opinion positions,aspect_tags
"Ótima TV, imagem muito boa. Gostei do som, apesar de que algumas pessoas reclamaram. A TV não pesa quase nada. Vale muito a pena comprar, o preço está ótimo!","['Ótima', 'TV', ',', 'imagem', 'muito', 'boa', '.', 'Gostei', 'do', 'som', ',', 'apesar', 'de', 'que', 'algumas', 'pessoas', 'reclamaram', '.', 'A', 'TV', 'não', 'pesa', 'quase', 'nada', '.', 'Vale', 'muito', 'a', 'pena', 'comprar', ',', 'o', 'preço', 'está', 'ótimo', '!']","['tv', 'imagem', 'som', 'preço']","['ótima', 'muito boa', 'gostei', 'ótimo']","['peso', 'produto']","['pesa quase nada', 'vale muito a pena comprar']",,"[[1, 2], [3, 4], [9, 10], [32, 33]]","[[0, 1], [4, 6], [7, 8], [34, 35]]","['O', 'B-ASP', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O']"
"Produto chegou dentro da data de entrega, funciona bem, as vezes o áudio fica oscilando, mas o produto no geral tem bom desempenho.","['Produto', 'chegou', 'dentro', 'da', 'data', 'de', 'entrega', ',', 'funciona', 'bem', ',', 'as', 'vezes', 'o', 'áudio', 'fica', 'oscilando', ',', 'mas', 'o', 'produto', 'no', 'geral', 'tem', 'bom', 'desempenho', '.']","['entrega', 'áudio', 'desempenho']","['dentro da data', 'fica oscilando', 'bom']",['funcionamento'],['funciona bem'],,"[[6, 7], [14, 15], [25, 26]]","[[2, 5], [15, 17], [24, 25]]","['O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O']"
A TV e muito boa não tenho do que reclamar e o prazo de entrega foi ótimo tbm,"['A', 'TV', 'e', 'muito', 'boa', 'não', 'tenho', 'do', 'que', 'reclamar', 'e', 'o', 'prazo', 'de', 'entrega', 'foi', 'ótimo', 'tbm']","['tv', 'prazo de entrega']","['muito boa', 'ótimo']",[],[],,"[[1, 2], [12, 15]]","[[3, 5], [16, 17]]","['O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'I-ASP', 'I-ASP', 'O', 'O', 'O']"
"produto muito bom corresponde a espectativa, entrega realizada antes do prazo","['produto', 'muito', 'bom', 'corresponde', 'a', 'espectativa', ',', 'entrega', 'realizada', 'antes', 'do', 'prazo']","['produto', 'entrega']","['muito bom', 'antes do prazo']",[],[],,"[[0, 1], [7, 8]]","[[1, 3], [9, 12]]","['B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O']"
"A imagem do YouTube não é nítida! Espero que seja algum erro de configuração, mas até agora eu não consegui ajustar.","['A', 'imagem', 'do', 'YouTube', 'não', 'é', 'nítida', '!', 'Espero', 'que', 'seja', 'algum', 'erro', 'de', 'configuração', ',', 'mas', 'até', 'agora', 'eu', 'não', 'consegui', 'ajustar', '.']",['imagem do youtube'],['não é nítida'],[],[],,"[[1, 4]]","[[4, 7]]","['O', 'B-ASP', 'I-ASP', 'I-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Indico para quem quiser uma Smart TV de muita qualidade e bem leve,"['Indico', 'para', 'quem', 'quiser', 'uma', 'Smart', 'TV', 'de', 'muita', 'qualidade', 'e', 'bem', 'leve']",['smart tv'],['muita qualidade'],['peso'],['bem leve'],,"[[5, 7]]","[[8, 10]]","['O', 'O', 'O', 'O', 'O', 'B-ASP', 'I-ASP', 'O', 'O', 'O', 'O', 'O', 'O']"
"Atendeu todas as minhas expectativas, custo benefício bom e estou satisfeito.","['Atendeu', 'todas', 'as', 'minhas', 'expectativas', ',', 'custo', 'benefício', 'bom', 'e', 'estou', 'satisfeito', '.']",['custo benefício'],['bom'],"['produto', 'produto']","['atendeu todas as minhas expectativas', 'satisfeito']",,"[[6, 8]]","[[8, 9]]","['O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'I-ASP', 'O', 'O', 'O', 'O', 'O']"
Para quem não exige excessos de recursos é uma ótima televisão.,"['Para', 'quem', 'não', 'exige', 'excessos', 'de', 'recursos', 'é', 'uma', 'ótima', 'televisão', '.']",['televisão'],['ótima'],[],[],,"[[10, 11]]","[[9, 10]]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O']"
"A TV smart é excelente, de facil manuseio, adoramos !! A entrega foi bem antes do estipulado!!","['A', 'TV', 'smart', 'é', 'excelente', ',', 'de', 'facil', 'manuseio', ',', 'adoramos', '!', '!', 'A', 'entrega', 'foi', 'bem', 'antes', 'do', 'estipulado', '!', '!']","['tv smart', 'manuseio', 'entrega']","['excelente', 'facil', 'bem antes do estipulado']",[],[],,"[[1, 3], [8, 9], [14, 15]]","[[4, 5], [7, 8], [16, 20]]","['O', 'B-ASP', 'I-ASP', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Ótimo produto, superou as espectativas. Loja está de parabéns, entrega rápida.","['Ótimo', 'produto', ',', 'superou', 'as', 'espectativas', '.', 'Loja', 'está', 'de', 'parabéns', ',', 'entrega', 'rápida', '.']","['produto', 'entrega']","['ótimo', 'rápida']",['produto'],['superou as espectativas'],,"[[1, 2], [12, 13]]","[[0, 1], [13, 14]]","['O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O']"
Gostei muito do produto! Custo/benefício e qualidade são inquestionáveis! Agilidade na entrega. Nota 10.,"['Gostei', 'muito', 'do', 'produto', '!', 'Custo', '/', 'benefício', 'e', 'qualidade', 'são', 'inquestionáveis', '!', 'Agilidade', 'na', 'entrega', '.', 'Nota', '10', '.']","['produto', 'custo/benefício', 'entrega']","['gostei muito', 'inquestionáveis', 'agilidade']","['produto', 'produto']","['nota 10', 'qualidade são inquestionáveis']",,"[[3, 4], [5, 8], [15, 16]]","[[0, 2], [11, 12], [13, 14]]","['O', 'O', 'O', 'B-ASP', 'O', 'B-ASP', 'I-ASP', 'I-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O']"
Produto de qualidade. Variedade de funções e simplicidade no manuseio. Recomendo.,"['Produto', 'de', 'qualidade', '.', 'Variedade', 'de', 'funções', 'e', 'simplicidade', 'no', 'manuseio', '.', 'Recomendo', '.']","['produto', 'funções', 'manuseio']","['de qualidade', 'variedade', 'simplicidade']",['produto'],['recomendo'],,"[[0, 1], [6, 7], [10, 11]]","[[1, 3], [4, 5], [8, 9]]","['B-ASP', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O']"
"Linda, tudo o que eu esperava, image perfeita de alta definição","['Linda', ',', 'tudo', 'o', 'que', 'eu', 'esperava', ',', 'image', 'perfeita', 'de', 'alta', 'definição']",['image'],['perfeita de alta definição'],"['produto', 'design']","['tudo o que eu esperava', 'linda']",,"[[8, 9]]","[[9, 13]]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O']"
A tv atendeu as expectativas. Ela é muito boa. Chegou num prazo ótimo. Parabéns à lojas Americanas pela eficiência.,"['A', 'tv', 'atendeu', 'as', 'expectativas', '.', 'Ela', 'é', 'muito', 'boa', '.', 'Chegou', 'num', 'prazo', 'ótimo', '.', 'Parabéns', 'à', 'lojas', 'Americanas', 'pela', 'eficiência', '.']",['tv'],['atendeu as expectativas'],"['produto', 'entrega']","['muito boa', 'chegou num prazo ótimo']",,"[[1, 2]]","[[2, 5]]","['O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Adorei, ótima imagem, o som deixa um pouco a desejar, fácil instalação custo beneficio eu recomendaria.","['Adorei', ',', 'ótima', 'imagem', ',', 'o', 'som', 'deixa', 'um', 'pouco', 'a', 'desejar', ',', 'fácil', 'instalação', 'custo', 'beneficio', 'eu', 'recomendaria', '.']","['imagem', 'som', 'instalação', 'custo beneficio']","['ótima', 'deixa um pouco a desejar', 'fácil', 'recomendaria']",[],[],,"[[3, 4], [6, 7], [14, 15], [15, 17]]","[[2, 3], [7, 12], [13, 14], [18, 19]]","['O', 'O', 'O', 'B-ASP', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'B-ASP', 'I-ASP', 'O', 'O', 'O']"
A TV muito boa recebi antes do Prazo as americanas nunca decepciona,"['A', 'TV', 'muito', 'boa', 'recebi', 'antes', 'do', 'Prazo', 'as', 'americanas', 'nunca', 'decepciona']",['tv'],['muito boa'],['entrega'],['recebi antes do prazo'],,"[[1, 2]]","[[2, 4]]","['O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Recomendo o produto para quem quer assistir um programa com uma imagem perfeita.,"['Recomendo', 'o', 'produto', 'para', 'quem', 'quer', 'assistir', 'um', 'programa', 'com', 'uma', 'imagem', 'perfeita', '.']","['produto', 'imagem']","['recomendo', 'perfeita']",[],[],,"[[2, 3], [11, 12]]","[[0, 1], [12, 13]]","['O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O']"
"Eu recomendo, tem todas as funções que necessito. Vale a pena, muito bom!","['Eu', 'recomendo', ',', 'tem', 'todas', 'as', 'funções', 'que', 'necessito', '.', 'Vale', 'a', 'pena', ',', 'muito', 'bom', '!']",['funções'],['tem todas'],"['produto', 'produto', 'produto']","['eu recomendo', 'vale a pena', 'muito bom']",,"[[6, 7]]","[[3, 5]]","['O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Nota 10 para a entrega, bem antes do prazo. A TV é boa, design moderno. Só deixa a desejar no volume.","['Nota', '10', 'para', 'a', 'entrega', ',', 'bem', 'antes', 'do', 'prazo', '.', 'A', 'TV', 'é', 'boa', ',', 'design', 'moderno', '.', 'Só', 'deixa', 'a', 'desejar', 'no', 'volume', '.']","['entrega', 'tv', 'design', 'volume']","['nota 10', 'boa', 'moderno', 'deixa a desejar']",[],[],,"[[4, 5], [12, 13], [16, 17], [24, 25]]","[[0, 2], [14, 15], [17, 18], [20, 23]]","['O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O']"
"Recomendo este produto porque ele tem uma imagem muito boa, recursos e bom audio","['Recomendo', 'este', 'produto', 'porque', 'ele', 'tem', 'uma', 'imagem', 'muito', 'boa', ',', 'recursos', 'e', 'bom', 'audio']","['produto', 'imagem', 'audio']","['recomendo', 'muito boa', 'bom']",[],[],,"[[2, 3], [7, 8], [14, 15]]","[[0, 1], [8, 10], [13, 14]]","['O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP']"
"Tv nota dez, recomendo, show de televisao, podem comprar !","['Tv', 'nota', 'dez', ',', 'recomendo', ',', 'show', 'de', 'televisao', ',', 'podem', 'comprar', '!']","['tv', 'televisao']","['nota dez', 'show']",['produto'],['recomendo'],,"[[0, 1], [8, 9]]","[[1, 3], [6, 7]]","['B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O']"
"Ótimo qualidade, já vem com os app Netflix e Youtube instalados. Produtos vendidos entregues pelo Submarino sempre chegam antes do prazo.","['Ótimo', 'qualidade', ',', 'já', 'vem', 'com', 'os', 'app', 'Netflix', 'e', 'Youtube', 'instalados', '.', 'Produtos', 'vendidos', 'entregues', 'pelo', 'Submarino', 'sempre', 'chegam', 'antes', 'do', 'prazo', '.']",['app netflix e youtube'],['já vem'],"['produto', 'entrega']","['ótimo qualidade', 'chegam antes do prazo']",,"[[7, 11]]","[[3, 5]]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'I-ASP', 'I-ASP', 'I-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Produto de alta qualidade, o tempo de entrega foi muito rápido.","['Produto', 'de', 'alta', 'qualidade', ',', 'o', 'tempo', 'de', 'entrega', 'foi', 'muito', 'rápido', '.']","['produto', 'entrega']","['alta qualidade', 'muito rápido']",[],[],,"[[0, 1], [8, 9]]","[[2, 4], [10, 12]]","['B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O']"
"Excelente... estou satisfeita com a aquisição. A Imagem é perfeita, para o ambiente em que coloquei é o tamanho idel e o sinal perfeito, até sem antena.","['Excelente', '...', 'estou', 'satisfeita', 'com', 'a', 'aquisição', '.', 'A', 'Imagem', 'é', 'perfeita', ',', 'para', 'o', 'ambiente', 'em', 'que', 'coloquei', 'é', 'o', 'tamanho', 'idel', 'e', 'o', 'sinal', 'perfeito', ',', 'até', 'sem', 'antena', '.']","['aquisição', 'imagem', 'tamanho', 'sinal']","['satisfeita', 'perfeita', 'idel', 'perfeito']",['produto'],['excelente'],,"[[6, 7], [9, 10], [21, 22], [25, 26]]","[[3, 4], [11, 12], [22, 23], [26, 27]]","['O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O']"
era o que esperava do produto... abraço abraço abraço abraço abraço!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,"['era', 'o', 'que', 'esperava', 'do', 'produto', '...', 'abraço', 'abraço', 'abraço', 'abraço', 'abraço', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!', '!']",['produto'],['era o que esperava'],[],[],,"[[5, 6]]","[[0, 4]]","['O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Gente, amei a tv. foi do jeito que sempre quis. A entrega foi feita no prazo. A americanas está de parabéns.","['Gente', ',', 'amei', 'a', 'tv', '.', 'foi', 'do', 'jeito', 'que', 'sempre', 'quis', '.', 'A', 'entrega', 'foi', 'feita', 'no', 'prazo', '.', 'A', 'americanas', 'está', 'de', 'parabéns', '.']","['tv', 'entrega']","['amei', 'no prazo']",[],[],,"[[4, 5], [14, 15]]","[[2, 3], [17, 19]]","['O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"otimo o produto,recomendo e chegou bem antes do prazo previsto","['otimo', 'o', 'produto', ',', 'recomendo', 'e', 'chegou', 'bem', 'antes', 'do', 'prazo', 'previsto']",['produto'],['otimo'],"['produto', 'entrega']","['recomendo', 'antes do prazo previsto']",,"[[2, 3]]","[[0, 1]]","['O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"A TV e muito lenta custa a abri os app, quando desliga da tomada aí demora mais ainda para carregar novament","['A', 'TV', 'e', 'muito', 'lenta', 'custa', 'a', 'abri', 'os', 'app', ',', 'quando', 'desliga', 'da', 'tomada', 'aí', 'demora', 'mais', 'ainda', 'para', 'carregar', 'novament']",['tv'],['muito lenta'],[],[],,"[[1, 2]]","[[3, 5]]","['O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Produto maravilhoso, superou minhas expectativas, a entrega foi rápida, adorei!!","['Produto', 'maravilhoso', ',', 'superou', 'minhas', 'expectativas', ',', 'a', 'entrega', 'foi', 'rápida', ',', 'adorei', '!', '!']","['produto', 'entrega']","['maravilhoso', 'rápida']","['produto', 'produto']","['superou minhas expectativas', 'adorei']",,"[[0, 1], [8, 9]]","[[1, 2], [10, 11]]","['B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O']"
"otimo preco, confort e qualidade! o pedido chegou mais cedo do tempo estimado","['otimo', 'preco', ',', 'confort', 'e', 'qualidade', '!', 'o', 'pedido', 'chegou', 'mais', 'cedo', 'do', 'tempo', 'estimado']","['preco', 'confort']","['otimo', 'otimo']",[],[],,"[[1, 2], [3, 4]]","[[0, 1], [0, 1]]","['O', 'B-ASP', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Gostei da TV , recomendo , custo e beneficio. Compro varias coisas na americanas, rapidez e eficiencia","['Gostei', 'da', 'TV', ',', 'recomendo', ',', 'custo', 'e', 'beneficio', '.', 'Compro', 'varias', 'coisas', 'na', 'americanas', ',', 'rapidez', 'e', 'eficiencia']",['tv'],['gostei'],['produto'],['recomendo'],,"[[2, 3]]","[[0, 1]]","['O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"TV smart LED. 32 - Ótima qualidade, entrega dentro do prazo , recomendo.","['TV', 'smart', 'LED', '.', '32', '-', 'Ótima', 'qualidade', ',', 'entrega', 'dentro', 'do', 'prazo', ',', 'recomendo', '.']",['entrega'],['dentro do prazo'],"['produto', 'produto']","['ótima qualidade', 'recomendo']",,"[[9, 10]]","[[10, 13]]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O']"
"Excelente qualidade de imagem,mesmo com antena interna.Minha única crítica refere-se ao app BABIDIBOO TV que deveria oferecer programação infantil ,mas que encerrou suas atividades em abril/17.","['Excelente', 'qualidade', 'de', 'imagem', ',', 'mesmo', 'com', 'antena', 'interna', '.', 'Minha', 'única', 'crítica', 'refere-se', 'a', 'o', 'app', 'BABIDIBOO', 'TV', 'que', 'deveria', 'oferecer', 'programação', 'infantil', ',', 'mas', 'que', 'encerrou', 'suas', 'atividades', 'em', 'abril/17', '.']",['imagem'],['excelente qualidade'],[],[],,"[[3, 4]]","[[0, 2]]","['O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Produto ótimo, e entrega muito rapida ! Tenho o produto apenas á tres semanas, mais veio com todas as funçoes que estava na descrição. Muito boa estou adorando !","['Produto', 'ótimo', ',', 'e', 'entrega', 'muito', 'rapida', '!', 'Tenho', 'o', 'produto', 'apenas', 'á', 'tres', 'semanas', ',', 'mais', 'veio', 'com', 'todas', 'as', 'funçoes', 'que', 'estava', 'na', 'descrição', '.', 'Muito', 'boa', 'estou', 'adorando', '!']","['produto', 'entrega']","['ótimo', 'muito rapida']",['produto'],['muito boa estou adorando'],,"[[0, 1], [4, 5]]","[[1, 2], [5, 7]]","['B-ASP', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Os produtos Samsung são de primeira qualidade. Na minha casa eu só usa essa marca.,"['Os', 'produtos', 'Samsung', 'são', 'de', 'primeira', 'qualidade', '.', 'Na', 'minha', 'casa', 'eu', 'só', 'usa', 'essa', 'marca', '.']",['produtos samsung'],['primeira qualidade'],[],[],,"[[1, 3]]","[[5, 7]]","['O', 'B-ASP', 'I-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"PRODUTO EXCELENTE. NOS DIAS ATUAIS, A TV RECOMENDADA É A SMART, SEM DÚVIDA!","['PRODUTO', 'EXCELENTE', '.', 'NOS', 'DIAS', 'ATUAIS', ',', 'A', 'TV', 'RECOMENDADA', 'É', 'A', 'SMART', ',', 'SEM', 'DÚVIDA', '!']",['produto'],['excelente'],[],[],,"[[0, 1]]","[[1, 2]]","['B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Produto designer bonito, tem funcionalidades que atendem as necessidades do cliente.","['Produto', 'designer', 'bonito', ',', 'tem', 'funcionalidades', 'que', 'atendem', 'as', 'necessidades', 'do', 'cliente', '.']","['designer', 'funcionalidades']","['bonito', 'atendem as necessidades']",[],[],,"[[1, 2], [5, 6]]","[[2, 3], [7, 10]]","['O', 'B-ASP', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"A imagem é boa mas o som, parece o som de radinho de pilha! Me decepcionei!","['A', 'imagem', 'é', 'boa', 'mas', 'o', 'som', ',', 'parece', 'o', 'som', 'de', 'radinho', 'de', 'pilha', '!', 'Me', 'decepcionei', '!']","['imagem', 'som']","['boa', 'parece o som de radinho de pilha']",['produto'],['me decepcionei'],,"[[1, 2], [10, 11]]","[[3, 4], [8, 15]]","['O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"oTIMO CUSTO BENEFICIO,IMAGEM PERFEITA, E A ENTREGA SUPER RAPIDA,ANTES DO PRAZO.","['oTIMO', 'CUSTO', 'BENEFICIO', ',', 'IMAGEM', 'PERFEITA', ',', 'E', 'A', 'ENTREGA', 'SUPER', 'RAPIDA', ',', 'ANTES', 'DO', 'PRAZO', '.']","['custo beneficio', 'imagem', 'entrega']","['otimo', 'perfeita', 'super rapida']",[],[],,"[[1, 3], [4, 5], [9, 10]]","[[0, 1], [5, 6], [10, 12]]","['O', 'B-ASP', 'I-ASP', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Otimo produto, e entrega super rapida. Submarino esta de parabens, recomendo a todos.","['Otimo', 'produto', ',', 'e', 'entrega', 'super', 'rapida', '.', 'Submarino', 'esta', 'de', 'parabens', ',', 'recomendo', 'a', 'todos', '.']","['produto', 'entrega']","['otimo', 'super rapida']",['produto'],['recomendo a todos'],,"[[1, 2], [4, 5]]","[[0, 1], [5, 7]]","['O', 'B-ASP', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"é uma tv de entrada simples, supre as necessidade básicas de uma smart.","['é', 'uma', 'tv', 'de', 'entrada', 'simples', ',', 'supre', 'as', 'necessidade', 'básicas', 'de', 'uma', 'smart', '.']",['tv'],['entrada simples'],['produto'],['supre as necessidade básicas'],,"[[2, 3]]","[[4, 6]]","['O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Tv maravilhosa, super leve e prática! Chegou SUPER antes do prazo. Em menos de uma semana estava em minha residência. Recomendo o produto! :)","['Tv', 'maravilhosa', ',', 'super', 'leve', 'e', 'prática', '!', 'Chegou', 'SUPER', 'antes', 'do', 'prazo', '.', 'Em', 'menos', 'de', 'uma', 'semana', 'estava', 'em', 'minha', 'residência', '.', 'Recomendo', 'o', 'produto', '!', ':)']","['tv', 'produto']","['maravilhosa', 'recomendo']","['peso', 'manuseio']","['super leve', 'prática']",,"[[0, 1], [26, 27]]","[[1, 2], [24, 25]]","['B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O']"
"Muito satisfeita pela entrega é pontualidade, o produto também me deixou satisfeita","['Muito', 'satisfeita', 'pela', 'entrega', 'é', 'pontualidade', ',', 'o', 'produto', 'também', 'me', 'deixou', 'satisfeita']","['entrega', 'produto']","['muito satisfeita', 'satisfeita']",[],[],,"[[3, 4], [8, 9]]","[[0, 2], [12, 13]]","['O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O']"
"Ótimo produto, preço bom, condições de pagamento melhores ainda. Entrega super rápida. Conforme descrito no site. Recomendo.","['Ótimo', 'produto', ',', 'preço', 'bom', ',', 'condições', 'de', 'pagamento', 'melhores', 'ainda', '.', 'Entrega', 'super', 'rápida', '.', 'Conforme', 'descrito', 'no', 'site', '.', 'Recomendo', '.']","['produto', 'preço', 'condições de pagamento', 'entrega']","['ótimo', 'bom', 'melhores ainda', 'super rápida']",['produto'],['recomendo'],,"[[1, 2], [3, 4], [6, 9], [12, 13]]","[[0, 1], [4, 5], [9, 11], [13, 15]]","['O', 'B-ASP', 'O', 'B-ASP', 'O', 'O', 'B-ASP', 'I-ASP', 'I-ASP', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
