review,tokens,explicit aspects,explicit opinion,implicit aspects,implicit opinion,is_suggestion,explicit aspects positions,explicit opinion positions,aspect_tags,review_number,total_aspects,has_aspect,fold
"Imagem e som com ótima qualidade, levíssima, conexão rapida com Internet, um ponto negativo são os parafusos para instalar na parede...nenhum serve, tive que comprar um jogo em uma casa espcializada em parafusos.","['Imagem', 'e', 'som', 'com', 'ótima', 'qualidade', ',', 'levíssima', ',', 'conexão', 'rapida', 'com', 'Internet', ',', 'um', 'ponto', 'negativo', 'são', 'os', 'parafusos', 'para', 'instalar', 'na', 'parede', '...', 'nenhum', 'serve', ',', 'tive', 'que', 'comprar', 'um', 'jogo', 'em', 'uma', 'casa', 'espcializada', 'em', 'parafusos', '.']","['imagem', 'som', 'conexão', 'parafusos']","['ótima qualidade', 'ótima qualidade', 'rapida', 'ponto negativo']",['peso'],['levíssima'],,"[[0, 1], [2, 3], [9, 10], [19, 20]]","[[4, 6], [4, 6], [10, 11], [15, 17]]","['B-ASP', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",883,4,1,3
Imagem excelente. Função Smart funciona muito bem. Ponto negativo são as conexões de cabos que ficam na parte traseira o que atrapalha um pouco em casos de suportes proximos a parede. Demais nota geral 9. Recomendo!!!,"['Imagem', 'excelente', '.', 'Função', 'Smart', 'funciona', 'muito', 'bem', '.', 'Ponto', 'negativo', 'são', 'as', 'conexões', 'de', 'cabos', 'que', 'ficam', 'na', 'parte', 'traseira', 'o', 'que', 'atrapalha', 'um', 'pouco', 'em', 'casos', 'de', 'suportes', 'proximos', 'a', 'parede', '.', 'Demais', 'nota', 'geral', '9', '.', 'Recomendo', '!', '!', '!']","['imagem', 'smart', 'conexões de cabos']","['excelente', 'funciona muito bem', 'ponto negativo']","['produto', 'produto']","['nota geral 9', 'recomendo']",,"[[0, 1], [4, 5], [13, 16]]","[[1, 2], [5, 8], [9, 11]]","['B-ASP', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'I-ASP', 'I-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",903,3,1,3
"Ótimo produto, preço bom, condições de pagamento melhores ainda. Entrega super rápida. Conforme descrito no site. Recomendo.","['Ótimo', 'produto', ',', 'preço', 'bom', ',', 'condições', 'de', 'pagamento', 'melhores', 'ainda', '.', 'Entrega', 'super', 'rápida', '.', 'Conforme', 'descrito', 'no', 'site', '.', 'Recomendo', '.']","['produto', 'preço', 'condições de pagamento', 'entrega']","['ótimo', 'bom', 'melhores ainda', 'super rápida']",['produto'],['recomendo'],,"[[1, 2], [3, 4], [6, 9], [12, 13]]","[[0, 1], [4, 5], [9, 11], [13, 15]]","['O', 'B-ASP', 'O', 'B-ASP', 'O', 'O', 'B-ASP', 'I-ASP', 'I-ASP', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",358,4,1,3
"Pensei que seria mais moderna, que o controle já viria com tudo programado, como vi na propaganda,mias está funcionando bem.","['Pensei', 'que', 'seria', 'mais', 'moderna', ',', 'que', 'o', 'controle', 'já', 'viria', 'com', 'tudo', 'programado', ',', 'como', 'vi', 'na', 'propaganda', ',', 'mias', 'está', 'funcionando', 'bem', '.']",['controle'],['já viria com tudo programado'],"['produto', 'produto']","['pensei que seria mais moderna', 'funcionando bem']",,"[[8, 9]]","[[9, 14]]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",47,1,1,3
"O produto é muito bom, só não vem com app instalados, mais é muito prático.","['O', 'produto', 'é', 'muito', 'bom', ',', 'só', 'não', 'vem', 'com', 'app', 'instalados', ',', 'mais', 'é', 'muito', 'prático', '.']","['produto', 'app instalados']","['muito bom', 'não vem']",['usabilidade'],['muito prático'],,"[[1, 2], [10, 12]]","[[3, 5], [7, 9]]","['O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'I-ASP', 'O', 'O', 'O', 'O', 'O', 'O']",376,2,1,3
Muito bom. Algo que pode melhorar é a quantidade de aplicativos disponíveis pra download. Os que têm lá não são muito úteis. Mas a qualidade da TV é ótima.,"['Muito', 'bom', '.', 'Algo', 'que', 'pode', 'melhorar', 'é', 'a', 'quantidade', 'de', 'aplicativos', 'disponíveis', 'pra', 'download', '.', 'Os', 'que', 'têm', 'lá', 'não', 'são', 'muito', 'úteis', '.', 'Mas', 'a', 'qualidade', 'da', 'TV', 'é', 'ótima', '.']","['quantidade de aplicativos', 'tv']","['pode melhorar', 'ótima']","['produto', 'aplicativos']","['muito bom', 'não são muito úteis']",,"[[9, 12], [29, 30]]","[[5, 7], [31, 32]]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'I-ASP', 'I-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O']",517,2,1,3
"O submarino como sempre entregou antes do prazo marcado , mas o som da televisão é realmente baixo.","['O', 'submarino', 'como', 'sempre', 'entregou', 'antes', 'do', 'prazo', 'marcado', ',', 'mas', 'o', 'som', 'da', 'televisão', 'é', 'realmente', 'baixo', '.']",['som'],['realmente baixo'],['entrega'],['entregou antes do prazo marcado'],,"[[12, 13]]","[[16, 18]]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O']",694,1,1,3
"Tem como colocar 10 estrelas ??? Simplesmente amei a minha TV nova , amo comprar nas Americanas , chega sempre antes do prazo !!!","['Tem', 'como', 'colocar', '10', 'estrelas', '?', '?', '?', 'Simplesmente', 'amei', 'a', 'minha', 'TV', 'nova', ',', 'amo', 'comprar', 'nas', 'Americanas', ',', 'chega', 'sempre', 'antes', 'do', 'prazo', '!', '!', '!']",['tv'],['amei'],['entrega'],['antes do prazo'],,"[[12, 13]]","[[9, 10]]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",124,1,1,3
"Bom produto pelo preço. Atendeu minhas expectativas e eu recomendaria o produto para quem quer acesso a netflix por um preço acessível. O único ponto negativo é que demora um pouco para iniciar os apps da smart, mas nada muito significativo, pode ser normal de smart TVs, mas como nunca tive, não sei fazer uma comparação neste sentido.","['Bom', 'produto', 'pelo', 'preço', '.', 'Atendeu', 'minhas', 'expectativas', 'e', 'eu', 'recomendaria', 'o', 'produto', 'para', 'quem', 'quer', 'acesso', 'a', 'netflix', 'por', 'um', 'preço', 'acessível', '.', 'O', 'único', 'ponto', 'negativo', 'é', 'que', 'demora', 'um', 'pouco', 'para', 'iniciar', 'os', 'apps', 'da', 'smart', ',', 'mas', 'nada', 'muito', 'significativo', ',', 'pode', 'ser', 'normal', 'de', 'smart', 'TVs', ',', 'mas', 'como', 'nunca', 'tive', ',', 'não', 'sei', 'fazer', 'uma', 'comparação', 'n', 'este', 'sentido', '.']","['produto', 'produto', 'apps']","['bom', 'recomendaria', 'demora um pouco para iniciar']",[],[],,"[[1, 2], [12, 13], [36, 37]]","[[0, 1], [10, 11], [30, 35]]","['O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",916,3,1,3
ate u momento atendeu minhas expequitativas ... imagem boa audio tbm,"['ate', 'u', 'momento', 'atendeu', 'minhas', 'expequitativas', '...', 'imagem', 'boa', 'audio', 'tbm']","['imagem', 'audio']","['boa', 'boa']",['produto'],['atendeu minhas expequitativas'],,"[[7, 8], [9, 10]]","[[8, 9], [8, 9]]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'B-ASP', 'O']",534,2,1,3
"Excelente qualidade de imagem,mesmo com antena interna.Minha única crítica refere-se ao app BABIDIBOO TV que deveria oferecer programação infantil ,mas que encerrou suas atividades em abril/17.","['Excelente', 'qualidade', 'de', 'imagem', ',', 'mesmo', 'com', 'antena', 'interna', '.', 'Minha', 'única', 'crítica', 'refere-se', 'a', 'o', 'app', 'BABIDIBOO', 'TV', 'que', 'deveria', 'oferecer', 'programação', 'infantil', ',', 'mas', 'que', 'encerrou', 'suas', 'atividades', 'em', 'abril/17', '.']",['imagem'],['excelente qualidade'],[],[],,"[[3, 4]]","[[0, 2]]","['O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",347,1,1,3
"Entrega muito rápida , estou muito satisfeito com o produto. , E me arrependo de não ter comprado outros produtos com vcs , a americanas está de parabéns ...","['Entrega', 'muito', 'rápida', ',', 'estou', 'muito', 'satisfeito', 'com', 'o', 'produto', '.', ',', 'E', 'me', 'arrependo', 'de', 'não', 'ter', 'comprado', 'outros', 'produtos', 'com', 'vcs', ',', 'a', 'americanas', 'está', 'de', 'parabéns', '...']","['entrega', 'produto']","['muito rápida', 'muito satisfeito']",[],[],,"[[0, 1], [9, 10]]","[[1, 3], [5, 7]]","['B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",166,2,1,3
"Produto excelente. Tenho outra TV de 40"""" e o controle remoto é melhor, pois possu em destaque a tecla """"SMART HUB"""". Tirando isso, é a mesma TV com o recurso de assistir filmes pela internet através do Wi-Fi, porém com tamanho menor da tela.","['Produto', 'excelente', '.', 'Tenho', 'outra', 'TV', 'de', '40', '""', '""', 'e', 'o', 'controle', 'remoto', 'é', 'melhor', ',', 'pois', 'possu', 'em', 'destaque', 'a', 'tecla', '""', '""', 'SMART', 'HUB', '""', '""', '.', 'Tirando', 'isso', ',', 'é', 'a', 'mesma', 'TV', 'com', 'o', 'recurso', 'de', 'assistir', 'filmes', 'pela', 'internet', 'através', 'do', 'Wi-Fi', ',', 'porém', 'com', 'tamanho', 'menor', 'da', 'tela', '.']",['produto'],['excelente'],[],[],COMPARAÇÃO,"[[0, 1]]","[[1, 2]]","['B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",955,1,1,3
"tv smart muito boa,atende tudo que necessitamos,meu filho gostou muito dessa smart","['tv', 'smart', 'muito', 'boa', ',', 'atende', 'tudo', 'que', 'necessitamos', ',', 'meu', 'filho', 'gostou', 'muito', 'd', 'essa', 'smart']","['tv smart', 'smart']","['muito boa', 'gostou muito']",[],[],,"[[0, 2], [16, 17]]","[[2, 4], [12, 14]]","['B-ASP', 'I-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP']",383,2,1,3
"Prós - Entrega no prazo, em perfeito estado, aparência bonita. Contras - Laterais deveriam ter botões de volume, trocar de canais, etc...ou seja, tente não estragar o controle remoto.","['Prós', '-', 'Entrega', 'no', 'prazo', ',', 'em', 'perfeito', 'estado', ',', 'aparência', 'bonita', '.', 'Contras', '-', 'Laterais', 'deveriam', 'ter', 'botões', 'de', 'volume', ',', 'trocar', 'de', 'canais', ',', 'etc', '...', 'ou', 'seja', ',', 'tente', 'não', 'estragar', 'o', 'controle', 'remoto', '.']","['entrega', 'aparência', 'laterais']","['no prazo, em perfeito estado', 'bonita', 'deveriam ter botões de volume']",[],[],,"[[2, 3], [10, 11], [15, 16]]","[[3, 9], [11, 12], [16, 21]]","['O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",37,3,1,3
"A tv é lenta pra iniciar os aplicativos, ela não possui muitos ajustes pra deixar a imagem melhor, como a da LG, o som não é bom. Essa smart apenas """"quebra o galho""""!","['A', 'tv', 'é', 'lenta', 'pra', 'iniciar', 'os', 'aplicativos', ',', 'ela', 'não', 'possui', 'muitos', 'ajustes', 'pra', 'deixar', 'a', 'imagem', 'melhor', ',', 'como', 'a', 'da', 'LG', ',', 'o', 'som', 'não', 'é', 'bom', '.', 'Essa', 'smart', 'apenas', '""', '""', 'quebra', 'o', 'galho', '""', '""', '!']","['imagem', 'som', 'essa smart']","['ela não possui muitos ajustes', 'não é bom', 'apenas """"quebra o galho""""']",['desempenho'],['tv é lenta pra iniciar os aplicativos'],COMPARAÇÃO,"[[17, 18], [26, 27], [31, 33]]","[[9, 14], [27, 30], [33, 41]]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'B-ASP', 'I-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",873,3,1,3
"Mais uma vez sendo surpreendido pela rapidez de entrega das Lojas Americanas, produto com ótimo custo e benefício, com excelente imagem, apenas o som deveria ser melhor, mas nada que deixa a desejar, posso dizer que é bom o som.... Super recomendo Americanas.","['Mais', 'uma', 'vez', 'sendo', 'surpreendido', 'pela', 'rapidez', 'de', 'entrega', 'das', 'Lojas', 'Americanas', ',', 'produto', 'com', 'ótimo', 'custo', 'e', 'benefício', ',', 'com', 'excelente', 'imagem', ',', 'apenas', 'o', 'som', 'deveria', 'ser', 'melhor', ',', 'mas', 'nada', 'que', 'deixa', 'a', 'desejar', ',', 'posso', 'dizer', 'que', 'é', 'bom', 'o', 'som', '....', 'Super', 'recomendo', 'Americanas', '.']","['entrega', 'custo e benefício', 'imagem', 'som', 'som']","['surpreendido pela rapidez', 'ótimo', 'excelente', 'deveria ser melhor', 'bom']",[],[],,"[[8, 9], [16, 19], [22, 23], [26, 27], [44, 45]]","[[4, 7], [15, 16], [21, 22], [27, 30], [42, 43]]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'I-ASP', 'I-ASP', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O']",924,5,1,3
"Produto muito bom, e chegou antes do prazo estipulado. Estou muito satisfeita.","['Produto', 'muito', 'bom', ',', 'e', 'chegou', 'antes', 'do', 'prazo', 'estipulado', '.', 'Estou', 'muito', 'satisfeita', '.']",['produto'],['muito bom'],"['entrega', 'produto']","['antes do prazo estipulado', 'muito satisfeita']",,"[[0, 1]]","[[1, 3]]","['B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",88,1,1,3
"Gostei muito. Fácil de instalar, leve e bonita. Qualidade de imagem impecável. Único defeito que tem é o som que não é muito bom, eu tenho que colocar quase na metade do som para ouvir, isso que está no quarto!","['Gostei', 'muito', '.', 'Fácil', 'de', 'instalar', ',', 'leve', 'e', 'bonita', '.', 'Qualidade', 'de', 'imagem', 'impecável', '.', 'Único', 'defeito', 'que', 'tem', 'é', 'o', 'som', 'que', 'não', 'é', 'muito', 'bom', ',', 'eu', 'tenho', 'que', 'colocar', 'quase', 'na', 'metade', 'do', 'som', 'para', 'ouvir', ',', 'isso', 'que', 'está', 'no', 'quarto', '!']","['qualidade de imagem', 'som']","['impecável', 'não é muito bom']","['produto', 'instalação', 'peso', 'design']","['gostei muito', 'fácil de instalar', 'leve', 'bonita']",,"[[11, 14], [22, 23]]","[[14, 15], [24, 28]]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'I-ASP', 'I-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",866,2,1,3
"Ótimo produto, gostei muito da televisão era o que eu esperava, e parabéns a americana pelo compromisso com a entrega, chegou antes do prazo","['Ótimo', 'produto', ',', 'gostei', 'muito', 'da', 'televisão', 'era', 'o', 'que', 'eu', 'esperava', ',', 'e', 'parabéns', 'a', 'americana', 'pelo', 'compromisso', 'com', 'a', 'entrega', ',', 'chegou', 'antes', 'do', 'prazo']","['produto', 'televisão', 'entrega']","['ótimo', 'gostei muito', 'chegou antes do prazo']",[],[],,"[[1, 2], [6, 7], [21, 22]]","[[0, 1], [3, 5], [23, 27]]","['O', 'B-ASP', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O']",156,3,1,3
Preço justo. Acabamento perfeito. Aplicativos na medida. Entrega dentro do prazo.,"['Preço', 'justo', '.', 'Acabamento', 'perfeito', '.', 'Aplicativos', 'na', 'medida', '.', 'Entrega', 'dentro', 'do', 'prazo', '.']","['preço', 'acabamento', 'aplicativos', 'entrega']","['justo', 'perfeito', 'medida', 'dentro do prazo']",[],[],,"[[0, 1], [3, 4], [6, 7], [10, 11]]","[[1, 2], [4, 5], [8, 9], [11, 14]]","['B-ASP', 'O', 'O', 'B-ASP', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O']",684,4,1,3
"Conforme o anúncio, comprei o modelo J4300, Porém a MegaMamute entregou a NE595. Qdo solicitei a troca, informaram que esta vinha com 2 controles e o produto era superior ao do anúncio. Mentira! O controle é péssimo, a TV é muito lenta, Além da imagem ser péssima. Não consigo contato com ninguém, estou decepcionado realmente.","['Conforme', 'o', 'anúncio', ',', 'comprei', 'o', 'modelo', 'J4300', ',', 'Porém', 'a', 'MegaMamute', 'entregou', 'a', 'NE595', '.', 'Qdo', 'solicitei', 'a', 'troca', ',', 'informaram', 'que', 'esta', 'vinha', 'com', '2', 'controles', 'e', 'o', 'produto', 'era', 'superior', 'a', 'o', 'do', 'anúncio', '.', 'Mentira', '!', 'O', 'controle', 'é', 'péssimo', ',', 'a', 'TV', 'é', 'muito', 'lenta', ',', 'Além', 'da', 'imagem', 'ser', 'péssima', '.', 'Não', 'consigo', 'contato', 'com', 'ninguém', ',', 'estou', 'decepcionado', 'realmente', '.']","['controle', 'tv', 'imagem']","['péssimo', 'muito lenta', 'péssima']",['produto'],['decepcionado'],,"[[41, 42], [46, 47], [53, 54]]","[[43, 44], [48, 50], [55, 56]]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",934,3,1,3
boa imagem e funciona sem problemas. Parabéns ao Shoptime! recebi rigorosamente dentro do prazo.,"['boa', 'imagem', 'e', 'funciona', 'sem', 'problemas', '.', 'Parabéns', 'a', 'o', 'Shoptime', '!', 'recebi', 'rigorosamente', 'dentro', 'do', 'prazo', '.']",['imagem'],['boa'],['entrega'],['rigorosamente dentro do prazo'],,"[[1, 2]]","[[0, 1]]","['O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",393,1,1,3
"Produto incrível, amei! Não tem ponto ruins, não poderia esperar menos da Samsung. Entrega super dentro no prazo.","['Produto', 'incrível', ',', 'amei', '!', 'Não', 'tem', 'ponto', 'ruins', ',', 'não', 'poderia', 'esperar', 'menos', 'da', 'Samsung', '.', 'Entrega', 'super', 'dentro', 'no', 'prazo', '.']","['produto', 'entrega']","['incrível', 'super dentro no prazo']",[],[],,"[[0, 1], [17, 18]]","[[1, 2], [18, 22]]","['B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O']",543,2,1,3
Fantastico. É uma máquina de video e audio. A entrega foi rápida e eficiente e a instalação mais simples ainda.,"['Fantastico', '.', 'É', 'uma', 'máquina', 'de', 'video', 'e', 'audio', '.', 'A', 'entrega', 'foi', 'rápida', 'e', 'eficiente', 'e', 'a', 'instalação', 'mais', 'simples', 'ainda', '.']","['video', 'audio', 'entrega', 'instalação']","['máquina', 'máquina', 'rápida e eficiente', 'mais simples ainda']",['produto'],['fantastico'],,"[[6, 7], [8, 9], [11, 12], [18, 19]]","[[4, 5], [4, 5], [13, 16], [19, 22]]","['O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'B-ASP', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O']",726,4,1,3
"Tv de excelente custo beneficio, muito bom para quem tem criança.","['Tv', 'de', 'excelente', 'custo', 'beneficio', ',', 'muito', 'bom', 'para', 'quem', 'tem', 'criança', '.']",['custo beneficio'],['excelente'],[],[],,"[[3, 5]]","[[2, 3]]","['O', 'O', 'O', 'B-ASP', 'I-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",425,1,1,3
Som da tv veio com auto falante estourado! Som da tv veio com auto falante estourado! Som da tv veio com auto falante estourado! Som da tv veio com auto falante estourado! Som da tv veio com auto falante estourado! Som da tv veio com auto falante estourado! Som da tv veio com auto falante estourado!,"['Som', 'da', 'tv', 'veio', 'com', 'auto', 'falante', 'estourado', '!', 'Som', 'da', 'tv', 'veio', 'com', 'auto', 'falante', 'estourado', '!', 'Som', 'da', 'tv', 'veio', 'com', 'auto', 'falante', 'estourado', '!', 'Som', 'da', 'tv', 'veio', 'com', 'auto', 'falante', 'estourado', '!', 'Som', 'da', 'tv', 'veio', 'com', 'auto', 'falante', 'estourado', '!', 'Som', 'da', 'tv', 'veio', 'com', 'auto', 'falante', 'estourado', '!', 'Som', 'da', 'tv', 'veio', 'com', 'auto', 'falante', 'estourado', '!']",[],[],[],[],,[],[],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",944,0,0,3
"a smart tv 32 samsung é de simples operação e com muitos recursos. Eu acredito que a samsung tenha resolvido o problema de vico oculto que ocorria nas smart tv pouco mais antiga. O shoptimer e a entrega é nota 1000,","['a', 'smart', 'tv', '32', 'samsung', 'é', 'de', 'simples', 'operação', 'e', 'com', 'muitos', 'recursos', '.', 'Eu', 'acredito', 'que', 'a', 'samsung', 'tenha', 'resolvido', 'o', 'problema', 'de', 'vico', 'oculto', 'que', 'ocorria', 'nas', 'smart', 'tv', 'pouco', 'mais', 'antiga', '.', 'O', 'shoptimer', 'e', 'a', 'entrega', 'é', 'nota', '1000', ',']","['operação', 'recursos', 'entrega']","['simples', 'muitos', 'nota 1000']",[],[],,"[[8, 9], [12, 13], [39, 40]]","[[7, 8], [11, 12], [41, 43]]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O']",856,3,1,3
"Samsung é sem comparação. porem esse modelo em comparação a linhas maiores, tem um desempenho menor, porem para um modelo de entrada e pelo preço, muito top... recomendo","['Samsung', 'é', 'sem', 'comparação', '.', 'porem', 'esse', 'modelo', 'em', 'comparação', 'a', 'linhas', 'maiores', ',', 'tem', 'um', 'desempenho', 'menor', ',', 'porem', 'para', 'um', 'modelo', 'de', 'entrada', 'e', 'pelo', 'preço', ',', 'muito', 'top', '...', 'recomendo']",['desempenho'],['menor'],"['produto', 'produto']","['muito top', 'recomendo']",COMPARAÇÃO,"[[16, 17]]","[[17, 18]]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ASP', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",716,1,1,3
